,Segunda,Terça,Quarta,Quinta,Sexta
08:00,  lfa ,------,------,------,------
08:50,  lfa ,------,------,------,------
10:00,  lfa ,------,------,------,------
10:50,  lfa ,------,------,------,------
11:40,------,------,------,------,------
13:30,------,  tc  ,------,  eda , pc1a 
14:20,------,  tc  ,------,  eda , pc1a 
15:30,  eda ,  tc  ,------,------, pc1a 
16:20,  eda ,  tc  ,------,------, pc1a 
17:10,------,------,------,------,------
