,Segunda,Terça,Quarta,Quinta,Sexta
08:00, opt4 , engs1,------,------,------
08:50, opt4 , engs1,------,------,------
10:00, opt4 , engs1,  rc2 ,------,  pc3 
10:50, opt4 , engs1,  rc2 ,------,  pc3 
11:40,------,------,  rc2 ,------,------
13:30,------,------,  pc3 ,------,------
14:20,------,------,  pc3 ,------,------
15:30,------,------,------,------,------
16:20,------,------,------,------,------
17:10,------,------,------,------,------
