,Segunda,Terça,Quarta,Quinta,Sexta
08:00,------,------,------,------,  ac  
08:50,------,------,------,------,  ac  
10:00,------,------,------,------,  ac  
10:50,------,------,------,------,  ac  
11:40,------,------,------,------,------
13:30,------,------,------,------,  so  
14:20,------,------,------,------,  so  
15:30,------,------,------,------,  so  
16:20,------,------,------,------,  so  
17:10,------,------,------,------,------
