gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-58923.0,-13907.0,-22329.390000000014,-21913.0,2719.31,80217,19.448220252990723,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 18, 5, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
1,-52423.0,-11404.0,-18688.380000000005,-17915.0,2755.37,80109,20.089497566223145,"[18, 19, 14, 3, 11, 1, 3, 10, 13, 12, 15, 2, 6, 17, 1, 18, 6, 7, 4, 14, 2, 10, 18, 10, 19, 9, 15, 4, 16, 8, 6, 20, 8, 11, 17, 11, 18, 19, 19, 7, 16, 17, 2, 17, 6, 14, 18, 2, 12, 2, 5, 16, 11, 3]"
2,-53903.0,-8901.0,-15893.290000000037,-14910.0,2732.35,80280,19.532830953598022,"[20, 19, 7, 11, 5, 13, 14, 7, 13, 14, 18, 9, 15, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 9, 14, 13, 6, 3, 15, 3, 18, 5, 5, 6, 17, 9, 18, 11, 12, 5, 7, 6, 17, 5, 1, 15, 14, 2, 9, 19]"
3,-48420.0,-6400.0,-14035.890000000014,-13403.0,2877.38,80279,19.492234468460083,"[4, 3, 15, 14, 9, 2, 7, 8, 19, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 9, 14, 13, 6, 16, 16, 6, 17, 18, 14, 2, 7, 13, 9, 1, 15, 3, 4, 2, 17, 5, 2, 15, 16, 5, 5, 13]"
4,-46913.0,-5894.0,-11955.640000000014,-11398.0,2895.65,80342,19.64777970314026,"[15, 2, 3, 4, 19, 8, 16, 15, 14, 5, 16, 7, 19, 3, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 10, 6, 14, 13, 17, 18, 11, 20, 1, 15, 7, 6, 1, 14, 7, 18, 10, 17, 2, 13, 17, 2, 5, 6, 5, 20, 9, 10, 2, 10]"
5,-48921.0,-4893.0,-10073.140000000014,-9396.0,3018.6,80365,18.995976448059082,"[18, 17, 16, 15, 4, 13, 1, 13, 17, 18, 7, 19, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 13, 1, 16, 2, 10, 9, 14, 13, 3, 2, 10, 1, 14, 12, 10, 18, 14, 1, 17, 18, 9, 18, 17, 2, 5, 6, 3, 12, 15, 7, 16, 5]"
6,-42922.0,-3892.0,-8172.069999999949,-6902.0,2989.28,80333,18.45082378387451,"[18, 17, 16, 15, 4, 13, 1, 13, 17, 18, 7, 19, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 16, 2, 10, 9, 14, 13, 3, 2, 10, 1, 14, 12, 10, 18, 14, 1, 17, 18, 9, 18, 17, 2, 5, 6, 3, 12, 15, 7, 16, 5]"
7,-53906.0,-3396.0,-7115.790000000037,-5900.0,3008.29,80062,18.175267219543457,"[4, 3, 15, 14, 9, 2, 7, 8, 19, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 10, 4, 5, 10, 9, 14, 13, 6, 16, 16, 6, 17, 18, 14, 6, 17, 9, 5, 18, 12, 3, 4, 2, 17, 5, 1, 15, 14, 2, 14, 13]"
8,-45917.0,-2398.0,-6197.969999999972,-4899.0,3105.52,80455,18.232821464538574,"[19, 10, 3, 4, 19, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 16, 2, 10, 9, 14, 13, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 9, 18, 17, 2, 5, 6, 13, 14, 18, 5, 13, 7]"
9,-46913.0,-1890.0,-4698.579999999958,-3399.0,2988.13,79862,18.06625199317932,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 9, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 9, 18, 17, 2, 5, 6, 13, 14, 18, 5, 13, 2]"
10,-49915.0,-1390.0,-3263.5500000000466,-2398.0,2757.94,80432,17.880024671554565,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 9, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 1, 2, 5, 18, 9, 18, 17, 2, 5, 6, 13, 14, 18, 5, 13, 2]"
11,-42910.0,-1390.0,-2650.25,-1895.0,2686.23,80164,18.090571641921997,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 9, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 1, 2, 5, 18, 9, 18, 17, 2, 5, 6, 13, 14, 18, 5, 13, 2]"
12,-47410.0,-1388.0,-2186.4499999999534,-1392.0,2571.05,80286,17.992454767227173,"[10, 4, 17, 10, 19, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 16, 2, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 18, 5, 2, 9]"
13,-47406.0,-1388.0,-2016.0,-1390.0,2458.75,80411,17.854418516159058,"[10, 4, 17, 10, 19, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 16, 2, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 18, 5, 2, 9]"
14,-43914.0,-1387.0,-2005.8800000000047,-1389.0,2452.2,80246,17.865448236465454,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 5, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 18, 5, 2, 9]"
15,-42911.0,-1385.0,-1962.859999999986,-1388.0,2355.42,80286,17.77214741706848,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 5, 3, 13, 11, 19, 2, 11, 4, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 18, 5, 2, 9]"
16,-54911.0,-1383.0,-1859.890000000014,-1387.0,2387.84,80221,17.8425235748291,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 13, 3, 13, 11, 19, 2, 11, 4, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 6, 18, 5, 9]"
17,-43401.0,-1383.0,-1836.109999999986,-1385.0,2325.54,79928,17.65992546081543,"[20, 19, 19, 12, 16, 8, 16, 15, 14, 13, 3, 13, 11, 19, 2, 11, 4, 18, 14, 15, 6, 10, 1, 1, 10, 10, 10, 1, 13, 14, 7, 20, 9, 2, 3, 12, 18, 6, 17, 9, 5, 18, 2, 18, 17, 2, 5, 6, 13, 14, 6, 18, 5, 9]"
