gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-61921.0,-14400.0,-22483.51000000001,-21918.0,2792.97,90024,19.817305326461792,"[1, 4, 8, 13, 11, 10, 10, 13, 14, 13, 14, 3, 6, 19, 6, 8, 2, 20, 5, 13, 10, 10, 1, 6, 16, 9, 18, 5, 4, 9, 14, 17, 2, 12, 1, 4, 6, 13, 15, 3, 9, 10, 1, 11, 12, 11, 17, 12, 3, 6, 7, 18, 2, 9]"
1,-49911.0,-10401.0,-19032.719999999972,-18411.0,2794.52,90032,21.35391592979431,"[10, 3, 12, 18, 11, 18, 8, 13, 5, 16, 9, 4, 20, 14, 9, 14, 4, 5, 2, 14, 1, 10, 9, 5, 13, 15, 10, 14, 2, 18, 6, 15, 10, 18, 3, 10, 1, 9, 20, 7, 1, 9, 11, 4, 3, 6, 13, 1, 2, 16, 11, 4, 17, 6]"
2,-55911.0,-8896.0,-16394.959999999963,-15905.0,2869.15,90078,21.249271869659424,"[10, 3, 12, 18, 11, 18, 8, 13, 5, 16, 9, 4, 20, 14, 9, 14, 4, 5, 2, 14, 1, 10, 9, 5, 13, 15, 10, 14, 2, 18, 6, 15, 10, 18, 3, 10, 1, 9, 20, 7, 1, 9, 11, 4, 3, 6, 13, 1, 2, 9, 11, 19, 17, 6]"
3,-47913.0,-7403.0,-14051.650000000023,-13407.0,2888.64,90081,21.177716732025146,"[11, 18, 2, 1, 19, 9, 10, 3, 1, 11, 13, 7, 4, 3, 5, 12, 11, 10, 2, 1, 14, 9, 1, 8, 14, 6, 2, 16, 18, 17, 15, 3, 8, 15, 1, 2, 17, 18, 1, 2, 10, 17, 18, 17, 18, 10, 6, 17, 10, 17, 6, 7, 6, 9]"
4,-48908.0,-6393.0,-12214.339999999967,-11408.0,2954.9,90124,21.090181589126587,"[7, 18, 2, 6, 3, 9, 5, 17, 5, 13, 6, 15, 4, 3, 5, 12, 11, 10, 2, 1, 14, 9, 1, 8, 14, 6, 2, 16, 18, 17, 2, 1, 12, 18, 1, 2, 17, 18, 1, 2, 10, 17, 18, 17, 18, 6, 12, 19, 20, 19, 13, 6, 7, 10]"
5,-43410.0,-4895.0,-10862.920000000042,-10398.0,3009.75,90258,20.709444999694824,"[17, 18, 20, 9, 16, 3, 15, 14, 17, 9, 1, 13, 15, 4, 2, 6, 9, 12, 15, 4, 14, 17, 9, 1, 13, 6, 6, 18, 1, 13, 14, 2, 9, 2, 17, 5, 10, 9, 1, 2, 10, 17, 18, 17, 18, 18, 11, 12, 10, 3, 16, 1, 6, 13]"
6,-45905.0,-3892.0,-9734.579999999958,-8904.0,3173.97,90125,20.575040817260742,"[6, 9, 20, 9, 16, 3, 15, 14, 17, 9, 1, 13, 15, 4, 5, 7, 6, 14, 12, 15, 18, 1, 10, 2, 10, 8, 6, 18, 2, 1, 19, 11, 18, 7, 4, 9, 3, 12, 1, 2, 10, 17, 18, 17, 18, 14, 7, 17, 19, 20, 3, 13, 6, 13]"
7,-48908.0,-3392.0,-8476.020000000019,-7895.0,3252.49,90031,20.295945644378662,"[6, 9, 20, 9, 16, 3, 15, 14, 17, 9, 1, 13, 15, 4, 5, 7, 6, 14, 12, 15, 18, 1, 10, 2, 10, 6, 6, 18, 2, 1, 19, 11, 18, 7, 4, 9, 3, 12, 1, 2, 10, 17, 18, 17, 18, 14, 7, 17, 19, 20, 3, 13, 6, 13]"
8,-42903.0,-2890.0,-6940.229999999981,-5902.0,3111.89,89830,19.573153972625732,"[19, 18, 20, 9, 16, 3, 15, 14, 17, 9, 1, 13, 15, 4, 2, 3, 4, 4, 15, 5, 18, 9, 10, 2, 10, 6, 5, 6, 1, 9, 11, 12, 15, 2, 2, 11, 5, 9, 1, 2, 10, 17, 18, 6, 5, 14, 13, 14, 10, 17, 6, 13, 1, 2]"
9,-42415.0,-1898.0,-6008.650000000023,-4902.0,3211.27,90105,19.471123218536377,"[17, 18, 20, 9, 16, 3, 15, 14, 5, 13, 13, 7, 4, 3, 5, 12, 11, 10, 2, 1, 14, 9, 1, 8, 14, 6, 2, 1, 14, 15, 11, 12, 6, 15, 1, 2, 17, 18, 1, 2, 10, 17, 18, 17, 18, 6, 12, 19, 20, 19, 8, 7, 15, 7]"
