gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-75928.0,-15907.0,-33007.79000000004,-31912.0,7422.99,91138,11.567791223526001,"[10, 20, 20, 11, 16, 2, 16, 4, 18, 14, 15, 11, 16, 15, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 17, 9, 14, 17, 7, 5, 1, 2, 2, 7, 5, 9, 6, 5, 10, 1, 12, 4, 15, 1, 3, 4, 14, 11, 2, 15]"
1,-83436.0,-15907.0,-31803.060000000056,-30423.0,6899.65,91341,11.506367444992065,"[10, 20, 20, 11, 16, 2, 16, 4, 18, 14, 15, 11, 16, 15, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 17, 9, 14, 17, 7, 5, 1, 2, 2, 7, 5, 9, 6, 5, 10, 1, 12, 4, 15, 1, 3, 4, 14, 11, 2, 15]"
2,-70933.0,-15907.0,-31076.390000000014,-29916.0,6596.81,90953,11.521320104598999,"[10, 20, 20, 11, 16, 2, 16, 4, 18, 14, 15, 11, 16, 15, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 17, 9, 14, 17, 7, 5, 1, 2, 2, 7, 5, 9, 6, 5, 10, 1, 12, 4, 15, 1, 3, 4, 14, 11, 2, 15]"
3,-81928.0,-12908.0,-30240.0,-28922.0,6249.83,91013,11.61118459701538,"[4, 15, 14, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 13, 14, 9, 1, 14, 17, 10, 13, 5, 2, 13, 19, 5, 15, 6, 17, 5, 2]"
4,-68432.0,-12908.0,-29736.01000000001,-28429.0,6045.56,90956,11.65712571144104,"[4, 15, 14, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 13, 14, 9, 1, 14, 17, 10, 13, 5, 2, 13, 19, 5, 15, 6, 17, 5, 2]"
5,-66425.0,-12908.0,-29113.02000000002,-27920.0,5771.11,91057,11.199075937271118,"[4, 15, 14, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 13, 14, 9, 1, 14, 17, 10, 13, 5, 2, 13, 19, 5, 15, 6, 17, 5, 2]"
6,-66928.0,-12908.0,-28608.02000000002,-27422.0,5554.61,91007,11.149393558502197,"[4, 15, 14, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 13, 14, 9, 1, 14, 17, 10, 13, 5, 2, 13, 19, 5, 15, 6, 17, 5, 2]"
7,-68919.0,-12908.0,-28189.75,-27410.0,5421.2,91160,11.632832288742065,"[4, 15, 14, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 13, 14, 9, 1, 14, 17, 10, 13, 5, 2, 13, 19, 5, 15, 6, 17, 5, 2]"
8,-63933.0,-12906.0,-27876.890000000014,-26916.0,5341.23,91133,11.638309478759766,"[10, 20, 19, 18, 8, 19, 7, 19, 8, 7, 5, 15, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 9, 1, 19, 8, 2, 13, 11, 17, 13, 15, 20, 8, 6, 15, 15, 8, 18, 6]"
9,-63415.0,-12401.0,-27535.56999999995,-26425.0,5262.16,90815,11.589155197143555,"[1, 10, 6, 14, 1, 10, 17, 12, 1, 13, 15, 19, 2, 3, 17, 15, 7, 17, 4, 3, 10, 18, 10, 4, 3, 18, 17, 3, 13, 6, 9, 20, 6, 7, 14, 10, 14, 1, 15, 7, 2, 1, 15, 15, 3, 2, 14, 4, 5, 6, 17, 8, 9, 14]"
10,-69422.0,-12401.0,-27235.56999999995,-26414.0,5169.77,91129,11.606048345565796,"[1, 10, 6, 14, 1, 10, 17, 12, 1, 13, 15, 19, 2, 3, 17, 15, 7, 17, 4, 3, 10, 18, 10, 4, 3, 18, 17, 3, 13, 6, 9, 20, 6, 7, 14, 10, 14, 1, 15, 7, 2, 1, 15, 15, 3, 2, 14, 4, 5, 6, 17, 8, 9, 14]"
11,-60424.0,-11902.0,-27046.98999999999,-26408.0,5146.5,90964,11.708242893218994,"[7, 6, 16, 15, 13, 1, 8, 16, 6, 17, 13, 3, 2, 9, 5, 7, 17, 9, 15, 14, 10, 4, 11, 10, 2, 1, 7, 19, 10, 13, 20, 19, 6, 4, 6, 12, 13, 3, 2, 11, 18, 9, 13, 2, 6, 17, 8, 20, 14, 4, 15, 1, 3, 14]"
12,-67926.0,-11902.0,-26771.709999999963,-25915.0,5072.41,91143,11.680243730545044,"[7, 6, 16, 15, 13, 1, 8, 16, 6, 17, 13, 3, 2, 9, 5, 7, 17, 9, 15, 14, 10, 4, 11, 10, 2, 1, 7, 19, 10, 13, 20, 19, 6, 4, 6, 12, 13, 3, 2, 11, 18, 9, 13, 2, 6, 17, 8, 20, 14, 4, 15, 1, 3, 14]"
13,-64922.0,-11902.0,-26632.449999999953,-25912.0,5087.55,91144,11.703763246536255,"[7, 6, 16, 15, 13, 1, 8, 16, 6, 17, 13, 3, 2, 9, 5, 7, 17, 9, 15, 14, 10, 4, 11, 10, 2, 1, 7, 19, 10, 13, 20, 19, 6, 4, 6, 12, 13, 3, 2, 11, 18, 9, 13, 2, 6, 17, 8, 20, 14, 4, 15, 1, 3, 14]"
14,-61917.0,-11405.0,-26430.089999999967,-25422.0,5077.9,91169,11.604718923568726,"[12, 11, 16, 15, 16, 1, 8, 6, 11, 18, 6, 15, 9, 19, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 18, 19, 13, 20, 10, 2, 7, 2, 13, 6, 17, 1, 2, 5, 16, 14, 3, 5, 14, 5, 10, 18, 1, 11, 11, 3]"
15,-61428.0,-11405.0,-26197.290000000037,-25415.0,5026.33,91250,11.767818212509155,"[12, 11, 16, 15, 16, 1, 8, 6, 11, 18, 6, 15, 9, 19, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 18, 19, 13, 20, 10, 2, 7, 2, 13, 6, 17, 1, 2, 5, 16, 14, 3, 5, 14, 5, 10, 18, 1, 11, 11, 3]"
16,-59419.0,-10402.0,-25997.68000000005,-25410.0,4978.58,90864,11.75805926322937,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
17,-60427.0,-10402.0,-25841.130000000005,-24920.0,4950.01,91287,11.948387145996094,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
18,-61918.0,-10402.0,-25689.810000000056,-24915.0,4957.64,90939,11.611835956573486,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
19,-62423.0,-10402.0,-25570.310000000056,-24912.0,4968.71,91083,11.711974620819092,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
20,-61422.0,-10402.0,-25452.400000000023,-24907.0,4997.94,91173,11.78649616241455,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
21,-65911.0,-10402.0,-25322.189999999944,-24419.0,4992.77,91157,11.791298151016235,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
22,-64411.0,-10402.0,-25243.880000000005,-24416.0,5060.38,90843,11.591718435287476,"[9, 2, 13, 1, 8, 14, 15, 1, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 15, 3, 17, 9, 12, 4, 20, 13, 6, 6, 20, 9, 18, 7, 16, 8, 8, 15]"
