gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-80429.0,-15911.0,-33032.25,-31913.0,7426.57,83170,10.62153148651123,"[6, 17, 16, 4, 3, 14, 14, 11, 10, 9, 3, 16, 3, 2, 3, 16, 17, 18, 20, 10, 2, 7, 19, 11, 16, 19, 6, 5, 2, 1, 20, 12, 11, 5, 8, 3, 14, 1, 11, 15, 12, 14, 20, 7, 15, 5, 18, 17, 6, 12, 10, 11, 9, 3]"
1,-75930.0,-15911.0,-31959.410000000033,-30912.0,6985.65,83190,10.530751943588257,"[6, 17, 16, 4, 3, 14, 14, 11, 10, 9, 3, 16, 3, 2, 3, 16, 17, 18, 20, 10, 2, 7, 19, 11, 16, 19, 6, 5, 2, 1, 20, 12, 11, 5, 8, 3, 14, 1, 11, 15, 12, 14, 20, 7, 15, 5, 18, 17, 6, 12, 10, 11, 9, 3]"
2,-72423.0,-15411.0,-30994.800000000047,-29915.0,6532.16,83099,10.737004280090332,"[14, 2, 14, 13, 17, 10, 15, 20, 6, 18, 9, 5, 9, 17, 3, 10, 7, 18, 1, 3, 4, 12, 18, 18, 6, 9, 2, 10, 1, 16, 5, 18, 9, 2, 14, 2, 15, 19, 1, 14, 18, 17, 15, 8, 14, 12, 5, 17, 17, 6, 6, 18, 7, 9]"
3,-78421.0,-15401.0,-30178.199999999953,-28923.0,6177.03,83182,10.590075969696045,"[5, 6, 13, 5, 12, 20, 8, 19, 16, 2, 18, 11, 11, 18, 9, 6, 14, 4, 14, 4, 2, 17, 16, 15, 3, 1, 5, 6, 19, 11, 9, 14, 19, 17, 13, 5, 8, 2, 13, 12, 9, 2, 10, 3, 6, 18, 2, 1, 18, 11, 1, 19, 9, 4]"
4,-70917.0,-14406.0,-29659.410000000033,-28422.0,6023.74,83058,10.764730215072632,"[18, 1, 7, 16, 17, 12, 3, 10, 17, 6, 19, 16, 9, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 18, 14, 2, 5, 18, 4, 3, 18, 1, 6, 5, 10, 2, 14, 9, 20, 7, 13, 8, 7, 2, 12, 19, 2, 1, 3, 10, 6, 17]"
5,-72415.0,-14406.0,-29086.650000000023,-27921.0,5762.11,83280,10.84383773803711,"[18, 1, 7, 16, 17, 12, 3, 10, 17, 6, 19, 16, 9, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 18, 14, 2, 5, 18, 4, 3, 18, 1, 6, 5, 10, 2, 14, 9, 20, 7, 13, 8, 7, 2, 12, 19, 2, 1, 3, 10, 6, 17]"
6,-67432.0,-12898.0,-28655.810000000056,-27908.0,5593.18,83488,10.779695272445679,"[20, 5, 13, 5, 6, 2, 19, 10, 17, 6, 19, 10, 19, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 9, 14, 2, 5, 12, 6, 3, 18, 9, 6, 13, 1, 9, 2, 14, 13, 10, 8, 18, 14, 20, 15, 20, 14, 8, 7, 9, 13, 5]"
7,-75921.0,-12898.0,-28227.369999999995,-27412.0,5449.24,83199,10.674132347106934,"[20, 5, 13, 5, 6, 2, 19, 10, 17, 6, 19, 10, 19, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 9, 14, 2, 5, 12, 6, 3, 18, 9, 6, 13, 1, 9, 2, 14, 13, 10, 8, 18, 14, 20, 15, 20, 14, 8, 7, 9, 13, 5]"
8,-70928.0,-12898.0,-27978.31999999995,-26919.0,5408.77,83146,10.705791234970093,"[20, 5, 13, 5, 6, 2, 19, 10, 17, 6, 19, 10, 19, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 9, 14, 2, 5, 12, 6, 3, 18, 9, 6, 13, 1, 9, 2, 14, 13, 10, 8, 18, 14, 20, 15, 20, 14, 8, 7, 9, 13, 5]"
9,-64923.0,-12898.0,-27663.150000000023,-26912.0,5316.85,83175,10.879722356796265,"[20, 5, 13, 5, 6, 2, 19, 10, 17, 6, 19, 10, 19, 20, 13, 14, 18, 14, 13, 12, 2, 18, 10, 17, 7, 9, 14, 2, 5, 12, 6, 3, 18, 9, 6, 13, 1, 9, 2, 14, 13, 10, 8, 18, 14, 20, 15, 20, 14, 8, 7, 9, 13, 5]"
