,Segunda,Terça,Quarta,Quinta,Sexta
08:00,------, pc1b ,------,------,  pe4 
08:50,------, pc1b ,------,------,  pe4 
10:00,------,------,------,------,  pe4 
10:50,------,------,------,------,  pe4 
11:40,------,------,------,------,------
13:30,------,------,------,------,------
14:20,------,------,------,------,------
15:30,------,------,------, pc1b ,------
16:20,------,------,------, pc1b ,------
17:10,------,------,------,------,------
