gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-52919.0,-13406.0,-22362.31999999995,-21914.0,2709.89,81473,19.488735675811768,"[18, 19, 10, 20, 1, 11, 8, 4, 18, 17, 2, 3, 9, 17, 9, 3, 11, 2, 10, 3, 5, 11, 6, 13, 10, 9, 18, 13, 19, 4, 16, 8, 13, 3, 8, 7, 7, 20, 17, 8, 2, 5, 19, 1, 14, 10, 7, 6, 15, 5, 15, 14, 2, 10]"
1,-49410.0,-10902.0,-18754.810000000056,-18401.0,2747.5,81655,20.391950607299805,"[3, 13, 9, 2, 16, 14, 18, 8, 9, 2, 15, 2, 20, 6, 8, 16, 18, 19, 8, 13, 18, 17, 5, 1, 9, 17, 14, 6, 18, 17, 11, 8, 7, 10, 8, 15, 15, 3, 1, 10, 18, 12, 13, 13, 14, 10, 3, 7, 18, 19, 12, 2, 6, 1]"
2,-50914.0,-8914.0,-15967.520000000019,-15405.0,2838.54,81274,20.174746990203857,"[3, 13, 9, 3, 1, 11, 13, 7, 2, 10, 1, 14, 8, 19, 10, 7, 13, 7, 20, 15, 18, 3, 14, 3, 9, 17, 14, 6, 14, 6, 14, 15, 11, 2, 3, 16, 18, 5, 2, 10, 9, 1, 13, 13, 2, 5, 1, 12, 6, 15, 19, 7, 4, 13]"
3,-43913.0,-6902.0,-13492.719999999972,-12903.0,2871.55,81265,19.918821096420288,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 19, 14, 7, 20, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 17, 19, 18, 15, 11, 18, 11]"
4,-52409.0,-4902.0,-11623.670000000042,-10904.0,2907.65,81522,19.737181425094604,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 19, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 17, 19, 18, 15, 11, 18, 11]"
5,-46915.0,-3901.0,-10190.069999999949,-9403.0,3020.85,81196,19.48084330558777,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 19, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 13, 19, 18, 15, 11, 18, 11]"
6,-44417.0,-3394.0,-8668.569999999949,-7901.0,3059.06,80851,19.18200421333313,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 20, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 13, 17, 18, 15, 11, 18, 11]"
7,-40905.0,-1891.0,-6594.25,-5400.0,2983.65,81241,18.40948462486267,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 19, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 13, 17, 18, 2, 11, 18, 17]"
8,-39908.0,-1890.0,-4273.890000000014,-3396.0,2540.22,81059,18.152388334274292,"[6, 7, 16, 1, 14, 8, 9, 10, 13, 1, 2, 15, 3, 10, 6, 19, 12, 9, 13, 19, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 11, 3, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 13, 18, 17, 4, 11, 18, 17]"
9,-41910.0,-890.0,-3005.5899999999674,-2395.0,2387.07,81082,17.683045387268066,"[20, 19, 12, 20, 14, 8, 9, 10, 13, 1, 2, 9, 3, 10, 6, 5, 19, 18, 13, 2, 14, 6, 5, 4, 10, 6, 2, 14, 18, 17, 7, 15, 3, 16, 3, 16, 18, 5, 2, 10, 9, 1, 20, 14, 1, 2, 5, 13, 17, 18, 2, 11, 18, 10]"
