gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-81430.0,-15401.0,-33132.59999999998,-31915.0,7494.03,91092,11.381007432937622,"[13, 11, 1, 5, 19, 20, 6, 18, 17, 18, 5, 17, 19, 8, 7, 12, 11, 14, 6, 4, 6, 1, 12, 7, 4, 1, 17, 2, 3, 4, 5, 6, 12, 11, 9, 1, 10, 13, 12, 20, 1, 10, 8, 12, 1, 6, 13, 9, 5, 19, 10, 15, 7, 8]"
1,-76931.0,-15401.0,-32096.73999999999,-30916.0,7045.07,91108,11.566481351852417,"[13, 11, 1, 5, 19, 20, 6, 18, 17, 18, 5, 17, 19, 8, 7, 12, 11, 14, 6, 4, 6, 1, 12, 7, 4, 1, 17, 2, 3, 4, 5, 6, 12, 11, 9, 1, 10, 13, 12, 20, 1, 10, 8, 12, 1, 6, 13, 9, 5, 19, 10, 15, 7, 8]"
2,-73930.0,-15401.0,-31227.199999999953,-29921.0,6683.36,91085,11.456932783126831,"[13, 11, 1, 5, 19, 20, 6, 18, 17, 18, 5, 17, 19, 8, 7, 12, 11, 14, 6, 4, 6, 1, 12, 7, 4, 1, 17, 2, 3, 4, 5, 6, 12, 11, 9, 1, 10, 13, 12, 20, 1, 10, 8, 12, 1, 6, 13, 9, 5, 19, 10, 15, 7, 8]"
3,-72931.0,-15401.0,-30507.030000000028,-29415.0,6386.14,90992,11.641516923904419,"[13, 11, 1, 5, 19, 20, 6, 18, 17, 18, 5, 17, 19, 8, 7, 12, 11, 14, 6, 4, 6, 1, 12, 7, 4, 1, 17, 2, 3, 4, 5, 6, 12, 11, 9, 1, 10, 13, 12, 20, 1, 10, 8, 12, 1, 6, 13, 9, 5, 19, 10, 15, 7, 8]"
4,-73425.0,-14411.0,-29935.920000000042,-28914.0,6143.09,91109,11.881385087966919,"[2, 18, 3, 13, 9, 3, 4, 13, 2, 3, 15, 10, 16, 15, 6, 14, 10, 11, 7, 12, 10, 13, 17, 16, 11, 10, 2, 5, 9, 2, 11, 14, 6, 5, 14, 19, 14, 5, 9, 1, 14, 13, 17, 7, 18, 4, 16, 15, 19, 17, 12, 18, 9, 19]"
5,-76429.0,-14411.0,-29492.68000000005,-28416.0,5977.91,91125,11.557286500930786,"[2, 18, 3, 13, 9, 3, 4, 13, 2, 3, 15, 10, 16, 15, 6, 14, 10, 11, 7, 12, 10, 13, 17, 16, 11, 10, 2, 5, 9, 2, 11, 14, 6, 5, 14, 19, 14, 5, 9, 1, 14, 13, 17, 7, 18, 4, 16, 15, 19, 17, 12, 18, 9, 19]"
6,-65419.0,-14411.0,-29186.0,-27922.0,5906.39,91122,11.690688133239746,"[2, 18, 3, 13, 9, 3, 4, 13, 2, 3, 15, 10, 16, 15, 6, 14, 10, 11, 7, 12, 10, 13, 17, 16, 11, 10, 2, 5, 9, 2, 11, 14, 6, 5, 14, 19, 14, 5, 9, 1, 14, 13, 17, 7, 18, 4, 16, 15, 19, 17, 12, 18, 9, 19]"
7,-65424.0,-13906.0,-28706.030000000028,-27908.0,5733.88,91290,11.795907974243164,"[5, 6, 19, 3, 2, 9, 1, 2, 15, 7, 20, 10, 20, 11, 14, 7, 20, 13, 4, 11, 20, 19, 8, 19, 4, 13, 6, 13, 2, 9, 3, 17, 19, 12, 10, 17, 9, 17, 12, 19, 8, 13, 6, 5, 17, 18, 15, 1, 18, 19, 1, 12, 2, 3]"
8,-71421.0,-13906.0,-28361.849999999977,-27413.0,5655.34,90934,11.713935136795044,"[5, 6, 19, 3, 2, 9, 1, 2, 15, 7, 20, 10, 20, 11, 14, 7, 20, 13, 4, 11, 20, 19, 8, 19, 4, 13, 6, 13, 2, 9, 3, 17, 19, 12, 10, 17, 9, 17, 12, 19, 8, 13, 6, 5, 17, 18, 15, 1, 18, 19, 1, 12, 2, 3]"
9,-79424.0,-13410.0,-28180.050000000047,-27405.0,5648.94,91255,11.804903030395508,"[8, 16, 19, 18, 2, 14, 7, 13, 4, 10, 1, 15, 2, 13, 10, 17, 6, 10, 3, 18, 6, 14, 10, 16, 3, 3, 5, 14, 13, 14, 17, 16, 2, 14, 3, 16, 10, 20, 18, 5, 13, 8, 1, 18, 7, 18, 2, 1, 12, 2, 10, 7, 13, 6]"
10,-69428.0,-13410.0,-28110.910000000033,-26919.0,5692.16,91314,11.699951410293579,"[8, 16, 19, 18, 2, 14, 7, 13, 4, 10, 1, 15, 2, 13, 10, 17, 6, 10, 3, 18, 6, 14, 10, 16, 3, 3, 5, 14, 13, 14, 17, 16, 2, 14, 3, 16, 10, 20, 18, 5, 13, 8, 1, 18, 7, 18, 2, 1, 12, 2, 10, 7, 13, 6]"
11,-68429.0,-12402.0,-27905.189999999944,-26914.0,5643.71,90998,11.404650211334229,"[15, 8, 3, 4, 12, 3, 16, 15, 17, 6, 1, 16, 16, 6, 5, 3, 10, 20, 14, 6, 13, 9, 13, 4, 18, 9, 17, 18, 13, 6, 4, 11, 17, 13, 8, 12, 11, 17, 14, 18, 2, 10, 8, 1, 2, 14, 1, 2, 20, 2, 15, 8, 18, 8]"
12,-75424.0,-12402.0,-27702.300000000047,-26907.0,5630.42,91127,11.80098581314087,"[15, 8, 3, 4, 12, 3, 16, 15, 17, 6, 1, 16, 16, 6, 5, 3, 10, 20, 14, 6, 13, 9, 13, 4, 18, 9, 17, 18, 13, 6, 4, 11, 17, 13, 8, 12, 11, 17, 14, 18, 2, 10, 8, 1, 2, 14, 1, 2, 20, 2, 15, 8, 18, 8]"
13,-63921.0,-12402.0,-27622.699999999953,-26422.0,5643.4,90950,11.61718463897705,"[15, 8, 3, 4, 12, 3, 16, 15, 17, 6, 1, 16, 16, 6, 5, 3, 10, 20, 14, 6, 13, 9, 13, 4, 18, 9, 17, 18, 13, 6, 4, 11, 17, 13, 8, 12, 11, 17, 14, 18, 2, 10, 8, 1, 2, 14, 1, 2, 20, 2, 15, 8, 18, 8]"
14,-67412.0,-12402.0,-27351.540000000037,-26414.0,5567.17,91157,11.857161521911621,"[15, 8, 3, 4, 12, 3, 16, 15, 17, 6, 1, 16, 16, 6, 5, 3, 10, 20, 14, 6, 13, 9, 13, 4, 18, 9, 17, 18, 13, 6, 4, 11, 17, 13, 8, 12, 11, 17, 14, 18, 2, 10, 8, 1, 2, 14, 1, 2, 20, 2, 15, 8, 18, 8]"
15,-70418.0,-12402.0,-27240.619999999995,-26410.0,5565.87,91145,11.841004848480225,"[15, 8, 3, 4, 12, 3, 16, 15, 17, 6, 1, 16, 16, 6, 5, 3, 10, 20, 14, 6, 13, 9, 13, 4, 18, 9, 17, 18, 13, 6, 4, 11, 17, 13, 8, 12, 11, 17, 14, 18, 2, 10, 8, 1, 2, 14, 1, 2, 20, 2, 15, 8, 18, 8]"
16,-71421.0,-11904.0,-27178.380000000005,-26405.0,5616.37,91325,11.821994304656982,"[19, 5, 14, 15, 7, 13, 8, 18, 1, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 3, 4, 5, 14, 17, 3, 10, 13, 9, 2, 3]"
17,-72922.0,-11904.0,-27113.839999999967,-25920.0,5651.57,91020,11.626410961151123,"[19, 5, 14, 15, 7, 13, 8, 18, 1, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 3, 4, 5, 14, 17, 3, 10, 13, 9, 2, 3]"
18,-75427.0,-11904.0,-27048.089999999967,-25917.0,5682.4,91148,11.70275616645813,"[19, 5, 14, 15, 7, 13, 8, 18, 1, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 3, 4, 5, 14, 17, 3, 10, 13, 9, 2, 3]"
19,-68925.0,-11904.0,-26974.579999999958,-25915.0,5703.36,91217,11.836870193481445,"[19, 5, 14, 15, 7, 13, 8, 18, 1, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 3, 4, 5, 14, 17, 3, 10, 13, 9, 2, 3]"
20,-66909.0,-11405.0,-26843.689999999944,-25913.0,5682.88,91090,11.853229999542236,"[19, 5, 14, 15, 7, 13, 8, 18, 5, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 6, 2, 18, 15, 6, 2, 15, 7, 14, 2, 3]"
21,-67920.0,-11405.0,-26693.31999999995,-25909.0,5625.46,91062,11.720630645751953,"[19, 5, 14, 15, 7, 13, 8, 18, 5, 6, 7, 13, 13, 8, 6, 4, 14, 20, 14, 6, 17, 9, 13, 10, 18, 9, 13, 14, 12, 11, 4, 3, 13, 2, 16, 7, 5, 15, 13, 14, 17, 18, 6, 6, 2, 18, 15, 6, 2, 15, 7, 14, 2, 3]"
