gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-59418.0,-13907.0,-22251.650000000023,-21912.0,2545.98,80205,19.435921907424927,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 18, 5, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
1,-45410.0,-10907.0,-18586.599999999977,-17914.0,2547.83,80099,20.03656554222107,"[4, 3, 15, 14, 9, 2, 16, 2, 5, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 9, 6, 18, 16, 3, 6, 7, 17, 5, 18, 11, 13, 7, 16, 17, 2, 17, 6, 14, 18, 2, 12, 3, 10, 2, 19, 12]"
2,-47904.0,-8898.0,-15752.390000000014,-14909.0,2495.13,80195,19.52287006378174,"[7, 13, 4, 9, 11, 3, 1, 15, 18, 6, 2, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 9, 14, 13, 6, 20, 15, 3, 16, 2, 8, 7, 19, 10, 17, 14, 7, 5, 2, 12, 7, 15, 19, 11, 17, 18, 7, 16]"
3,-45414.0,-6906.0,-13834.910000000033,-13399.0,2655.79,80259,19.668551683425903,"[10, 4, 17, 10, 11, 3, 14, 13, 13, 14, 15, 9, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 9, 14, 2, 19, 20, 8, 17, 3, 15, 10, 17, 2, 1, 18, 5, 20, 13, 3, 9, 7, 8, 20, 19, 10, 17, 6, 18]"
4,-42910.0,-5402.0,-11321.560000000056,-10408.0,2627.33,80435,19.191028118133545,"[10, 4, 17, 10, 11, 3, 15, 14, 18, 5, 9, 19, 19, 11, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 1, 13, 14, 7, 20, 8, 16, 16, 1, 9, 2, 14, 15, 17, 5, 12, 15, 14, 10, 5, 13, 8, 18, 6, 18, 9, 2]"
5,-44407.0,-4396.0,-8805.310000000056,-8393.0,2323.41,80336,18.830705404281616,"[8, 15, 12, 18, 9, 2, 16, 2, 5, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 1, 13, 1, 16, 2, 1, 2, 6, 18, 16, 3, 6, 7, 17, 5, 5, 6, 17, 9, 18, 5, 12, 15, 14, 10, 5, 13, 8, 18, 10, 17, 2, 9]"
6,-42413.0,-2903.0,-6920.290000000037,-6396.0,2232.38,80249,18.246538877487183,"[20, 19, 12, 18, 9, 2, 14, 13, 13, 14, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 10, 1, 1, 4, 5, 10, 1, 13, 14, 7, 20, 8, 17, 3, 15, 10, 17, 2, 1, 5, 18, 9, 18, 17, 2, 5, 6, 14, 8, 9, 3, 9, 19]"
7,-39408.0,-2393.0,-5704.569999999949,-4902.0,2173.56,80130,18.238532304763794,"[3, 2, 4, 14, 9, 2, 16, 2, 5, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 1, 13, 1, 16, 2, 10, 1, 6, 18, 16, 3, 6, 7, 17, 5, 5, 6, 17, 9, 18, 5, 12, 15, 14, 10, 13, 5, 18, 20, 9, 10, 2, 9]"
8,-34411.0,-1391.0,-4456.439999999944,-3894.0,2191.86,80497,17.98428177833557,"[3, 2, 4, 14, 9, 2, 16, 2, 5, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 1, 13, 1, 16, 14, 10, 1, 18, 17, 19, 20, 8, 17, 3, 15, 10, 17, 2, 1, 18, 5, 20, 15, 14, 10, 5, 13, 17, 18, 9, 10, 9, 2]"
9,-40899.0,-892.0,-3693.9899999999907,-2895.0,2305.76,80219,18.109344720840454,"[10, 4, 5, 14, 9, 2, 16, 2, 5, 18, 3, 13, 11, 4, 2, 11, 19, 18, 14, 15, 6, 1, 13, 1, 16, 14, 10, 1, 18, 17, 19, 20, 8, 17, 3, 15, 10, 17, 2, 1, 18, 5, 20, 15, 14, 10, 5, 13, 17, 18, 9, 10, 9, 2]"
