gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-56420.0,-13413.0,-22256.599999999977,-21911.0,2631.16,72248,18.65253973007202,"[16, 4, 8, 18, 2, 10, 16, 15, 7, 19, 15, 1, 2, 3, 9, 10, 16, 14, 15, 13, 1, 19, 17, 9, 3, 20, 2, 10, 15, 17, 6, 12, 11, 18, 2, 3, 2, 18, 10, 14, 17, 1, 11, 16, 14, 18, 1, 11, 17, 12, 5, 18, 19, 5]"
1,-52421.0,-11400.0,-18807.27000000002,-18402.0,2634.05,72306,19.4030499458313,"[13, 2, 1, 9, 4, 11, 15, 19, 2, 1, 7, 20, 13, 6, 18, 5, 17, 10, 14, 11, 6, 11, 1, 3, 5, 20, 6, 5, 2, 13, 19, 16, 6, 15, 10, 3, 10, 2, 5, 18, 1, 2, 15, 7, 17, 20, 17, 1, 14, 15, 6, 9, 18, 19]"
2,-53925.0,-9397.0,-16165.270000000019,-15407.0,2741.51,72275,19.239872455596924,"[6, 19, 17, 12, 13, 1, 10, 18, 1, 9, 14, 8, 9, 20, 4, 3, 4, 4, 12, 7, 6, 10, 17, 19, 11, 8, 6, 18, 2, 1, 19, 11, 18, 3, 15, 7, 6, 14, 11, 18, 17, 9, 13, 2, 18, 14, 3, 14, 12, 2, 16, 6, 13, 3]"
3,-54417.0,-7402.0,-14046.910000000033,-13402.0,2784.24,72411,19.027641773223877,"[19, 18, 17, 12, 9, 3, 15, 16, 6, 5, 1, 16, 11, 12, 5, 3, 10, 10, 5, 17, 13, 9, 1, 20, 5, 19, 13, 6, 17, 18, 3, 10, 15, 2, 2, 11, 1, 13, 20, 10, 17, 18, 5, 13, 1, 18, 4, 14, 15, 4, 13, 14, 4, 9]"
4,-43917.0,-7395.0,-12329.76000000001,-11407.0,2884.44,72328,18.891618490219116,"[7, 18, 3, 16, 9, 4, 7, 15, 14, 9, 8, 20, 7, 8, 1, 13, 8, 12, 14, 11, 14, 6, 5, 10, 2, 9, 6, 13, 11, 2, 19, 16, 6, 15, 10, 3, 10, 2, 5, 18, 1, 2, 16, 18, 13, 5, 8, 7, 2, 12, 11, 20, 18, 10]"
5,-45411.0,-5894.0,-10838.800000000047,-9906.0,2925.89,72103,18.55385184288025,"[6, 19, 17, 12, 13, 1, 10, 18, 1, 9, 14, 8, 9, 20, 9, 3, 4, 4, 12, 7, 6, 17, 5, 11, 2, 10, 2, 10, 6, 13, 19, 11, 18, 3, 15, 7, 6, 14, 11, 18, 17, 9, 13, 2, 18, 14, 3, 14, 12, 2, 16, 6, 13, 3]"
6,-42904.0,-4896.0,-9633.199999999953,-8899.0,2995.05,72583,18.28540062904358,"[7, 6, 9, 18, 3, 16, 7, 15, 5, 17, 9, 20, 11, 3, 5, 12, 11, 10, 2, 1, 14, 10, 17, 19, 11, 8, 6, 18, 2, 1, 6, 20, 14, 15, 19, 10, 10, 13, 1, 2, 10, 17, 18, 17, 18, 18, 11, 12, 17, 20, 4, 9, 10, 2]"
7,-40402.0,-3892.0,-8920.550000000047,-7908.0,3171.93,72271,18.209044218063354,"[19, 18, 14, 19, 2, 20, 14, 1, 2, 13, 9, 3, 15, 4, 17, 3, 4, 4, 5, 6, 6, 10, 9, 1, 10, 1, 18, 6, 5, 14, 12, 11, 8, 3, 19, 8, 6, 13, 18, 14, 17, 9, 11, 4, 3, 6, 13, 1, 2, 10, 17, 18, 5, 14]"
8,-45413.0,-3392.0,-8099.780000000028,-7397.0,3220.64,71973,18.110474586486816,"[19, 18, 20, 19, 2, 20, 14, 1, 2, 13, 9, 3, 15, 4, 17, 3, 4, 4, 5, 6, 6, 10, 9, 1, 10, 1, 18, 6, 5, 14, 12, 11, 8, 3, 19, 8, 6, 13, 18, 14, 17, 9, 11, 4, 3, 6, 13, 1, 2, 10, 17, 18, 5, 14]"
9,-45906.0,-2398.0,-6976.420000000042,-5899.0,3162.22,72196,17.88082480430603,"[17, 18, 3, 9, 16, 3, 15, 14, 17, 9, 10, 4, 5, 6, 5, 3, 16, 12, 19, 20, 14, 2, 13, 14, 1, 9, 14, 2, 17, 2, 8, 15, 11, 2, 7, 19, 17, 18, 2, 13, 17, 9, 11, 4, 3, 6, 13, 1, 2, 10, 17, 18, 18, 10]"
