gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-61419.0,-12407.0,-22428.890000000014,-21916.0,2767.6,89738,20.306827545166016,"[3, 13, 9, 2, 16, 14, 18, 8, 9, 2, 15, 2, 20, 19, 10, 13, 1, 20, 2, 5, 17, 5, 15, 4, 3, 18, 20, 11, 4, 2, 16, 6, 17, 10, 8, 15, 15, 3, 1, 6, 18, 12, 13, 13, 14, 10, 3, 7, 18, 19, 1, 2, 6, 1]"
1,-55933.0,-10401.0,-18805.949999999953,-18406.0,2824.23,89566,21.265830755233765,"[18, 19, 10, 20, 1, 11, 8, 4, 18, 17, 8, 16, 7, 17, 9, 7, 6, 6, 13, 5, 18, 4, 3, 8, 9, 6, 10, 9, 14, 13, 14, 15, 11, 2, 3, 16, 18, 5, 2, 10, 18, 14, 18, 14, 1, 12, 7, 6, 15, 5, 15, 14, 2, 10]"
2,-57918.0,-8902.0,-15832.520000000019,-15402.0,2924.76,89520,21.112409114837646,"[18, 19, 11, 4, 11, 14, 18, 7, 2, 5, 10, 4, 2, 14, 14, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 18, 17, 19, 15, 1, 2, 14, 2, 3, 6, 1, 13, 12, 20, 8, 17, 14, 13]"
3,-52919.0,-7400.0,-13450.579999999958,-12903.0,2908.1,89599,20.803274154663086,"[11, 20, 12, 20, 14, 1, 12, 19, 18, 17, 10, 4, 2, 14, 2, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 15, 17, 5, 18, 11, 1, 10, 3, 2, 6, 1, 13, 20, 19, 5, 6, 2, 13]"
4,-53916.0,-5395.0,-11411.630000000005,-10900.0,2931.61,89708,20.67326259613037,"[11, 20, 12, 20, 14, 1, 12, 19, 18, 17, 10, 4, 2, 14, 2, 5, 19, 18, 13, 2, 9, 12, 11, 20, 5, 10, 6, 14, 18, 17, 7, 15, 3, 16, 3, 4, 2, 9, 5, 13, 7, 15, 20, 6, 5, 14, 5, 13, 9, 19, 5, 6, 2, 13]"
5,-51911.0,-4398.0,-9609.849999999977,-8902.0,2939.9,89570,20.335789442062378,"[18, 19, 10, 20, 1, 11, 8, 4, 18, 17, 10, 4, 2, 14, 2, 5, 19, 18, 20, 6, 6, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 1, 12, 14, 13, 2, 20, 19, 5, 19, 4, 13, 9, 10]"
6,-49409.0,-2394.0,-7855.569999999949,-6906.0,2901.37,89373,19.95490050315857,"[18, 19, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 11, 6, 5, 11, 12, 1, 2, 14, 2, 3, 6, 1, 13, 12, 20, 4, 13, 9, 10]"
7,-51407.0,-1890.0,-6249.729999999981,-5400.0,2893.08,89696,19.20831537246704,"[18, 19, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 18, 5, 11, 12, 1, 10, 20, 5, 6, 1, 2, 1, 9, 10, 4, 13, 9, 10]"
8,-49905.0,-1390.0,-3914.8800000000047,-2901.0,2752.77,89581,19.07945203781128,"[18, 19, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 1, 12, 14, 6, 1, 2, 1, 17, 18, 4, 13, 9, 10]"
9,-45913.0,-888.0,-3000.0899999999674,-2390.0,2855.06,89349,19.05008602142334,"[18, 19, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 18, 20, 14, 6, 1, 2, 1, 9, 10, 4, 13, 9, 10]"
10,-44402.0,-886.0,-2406.890000000014,-1394.0,3036.33,89435,18.721274852752686,"[18, 19, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 18, 17, 1, 14, 9, 2, 12, 14, 6, 1, 2, 1, 20, 19, 4, 13, 9, 10]"
11,-45905.0,-385.0,-1603.5699999999488,-888.0,2885.23,89716,18.79015278816223,"[18, 17, 10, 20, 1, 11, 8, 7, 13, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 17, 12, 14, 6, 1, 2, 1, 20, 19, 4, 13, 9, 10]"
12,-51400.0,-383.0,-1653.1800000000512,-887.0,2995.47,89542,18.729071378707886,"[18, 17, 10, 20, 1, 11, 8, 7, 17, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 18, 17, 1, 14, 9, 2, 12, 14, 6, 1, 2, 1, 20, 19, 4, 13, 9, 10]"
13,-43402.0,-382.0,-1523.1800000000512,-886.0,2963.28,89734,18.66528010368347,"[18, 17, 6, 19, 1, 11, 8, 7, 17, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 2, 12, 14, 6, 1, 2, 1, 20, 19, 4, 13, 9, 10]"
14,-46404.0,-381.0,-1019.6300000000047,-383.0,2815.82,89443,18.670011043548584,"[18, 17, 6, 19, 1, 11, 8, 7, 17, 5, 10, 4, 2, 14, 5, 5, 6, 6, 13, 5, 18, 12, 11, 2, 14, 2, 6, 14, 18, 17, 7, 15, 3, 16, 3, 14, 6, 18, 1, 14, 9, 10, 2, 14, 6, 1, 2, 1, 20, 19, 4, 13, 9, 10]"
