gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-77435.0,-15902.0,-32971.90000000002,-31910.0,7393.21,71170,9.66793942451477,"[6, 5, 16, 8, 11, 1, 12, 20, 17, 3, 8, 7, 16, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 17, 1, 6, 13, 3, 8, 19, 10, 9, 18, 3, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 10, 5, 2, 7]"
1,-75432.0,-15902.0,-31735.68000000005,-30420.0,6886.15,71047,9.392968893051147,"[6, 5, 16, 8, 11, 1, 12, 20, 17, 3, 8, 7, 16, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 17, 1, 6, 13, 3, 8, 19, 10, 9, 18, 3, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 10, 5, 2, 7]"
2,-67430.0,-13893.0,-30719.18000000005,-29423.0,6442.48,70728,9.389769792556763,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
3,-67920.0,-13893.0,-29765.689999999944,-28909.0,6010.15,70650,9.55645751953125,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
4,-71935.0,-13893.0,-29017.780000000028,-27919.0,5670.16,70846,9.496432065963745,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
5,-69431.0,-13893.0,-28457.630000000005,-27417.0,5499.69,70856,9.526332139968872,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
6,-65917.0,-13893.0,-27941.189999999944,-26920.0,5288.72,70686,9.720288515090942,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
7,-59930.0,-13893.0,-27457.51000000001,-26906.0,5094.81,70530,9.603766918182373,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
8,-62932.0,-13391.0,-26927.140000000014,-26410.0,4906.36,70429,9.382233619689941,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 19, 10, 10, 5, 13, 8, 7, 4, 13, 20, 19, 17, 9]"
9,-60916.0,-12893.0,-26566.390000000014,-25914.0,4828.82,70882,9.565735816955566,"[1, 5, 13, 10, 10, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 11, 12, 10, 10, 5, 13, 8, 4, 6, 13, 20, 19, 17, 9]"
10,-61915.0,-11402.0,-26193.189999999944,-25419.0,4762.56,70585,9.647050857543945,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 9, 15, 7, 17, 18, 5, 14, 2, 2, 3, 11, 17, 11, 18, 8, 4, 19]"
11,-61421.0,-11402.0,-25873.369999999995,-25411.0,4691.2,70629,9.615222215652466,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 9, 15, 7, 17, 18, 5, 14, 2, 2, 3, 11, 17, 11, 18, 8, 4, 19]"
12,-58423.0,-11402.0,-25583.449999999953,-24916.0,4623.06,70800,9.49690318107605,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 9, 15, 7, 17, 18, 5, 14, 2, 2, 3, 11, 17, 11, 18, 8, 4, 19]"
13,-57925.0,-11402.0,-25255.01000000001,-24909.0,4562.48,70823,9.63113260269165,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 9, 15, 7, 17, 18, 5, 14, 2, 2, 3, 11, 17, 11, 18, 8, 4, 19]"
14,-64925.0,-11402.0,-24964.0,-24415.0,4564.87,70536,9.568578481674194,"[1, 5, 13, 10, 16, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 9, 15, 7, 17, 18, 5, 14, 2, 2, 3, 11, 17, 11, 18, 8, 4, 19]"
15,-57418.0,-9899.0,-24809.43000000005,-24411.0,4599.41,70563,9.667383193969727,"[6, 17, 18, 9, 9, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 3, 12, 10, 9, 7, 20, 14, 17, 5, 13, 14, 16, 5, 14, 4, 16, 20, 19]"
16,-60924.0,-9899.0,-24529.400000000023,-23919.0,4611.49,70585,9.481901168823242,"[6, 17, 18, 9, 9, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 3, 12, 10, 9, 7, 20, 14, 17, 5, 13, 14, 16, 5, 14, 4, 16, 20, 19]"
17,-57427.0,-9899.0,-24292.130000000005,-23912.0,4595.86,70876,9.590878248214722,"[6, 17, 18, 9, 9, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 3, 12, 10, 9, 7, 20, 14, 17, 5, 13, 14, 16, 5, 14, 4, 16, 20, 19]"
18,-58921.0,-9899.0,-24014.52000000002,-23419.0,4586.25,70592,9.570222616195679,"[6, 17, 18, 9, 9, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 3, 12, 10, 9, 7, 20, 14, 17, 5, 13, 14, 16, 5, 14, 4, 16, 20, 19]"
19,-62421.0,-9899.0,-23779.109999999986,-23412.0,4609.35,70858,9.763690710067749,"[6, 17, 18, 9, 9, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 3, 12, 10, 9, 7, 20, 14, 17, 5, 13, 14, 16, 5, 14, 4, 16, 20, 19]"
20,-56921.0,-9898.0,-23629.969999999972,-23408.0,4626.56,71025,9.5657320022583,"[1, 5, 13, 14, 2, 12, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 5, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 13, 3, 10, 17, 18, 2, 3, 18, 11, 4, 6, 13, 20, 19, 17, 9]"
21,-68421.0,-9402.0,-23376.97999999998,-22914.0,4630.75,70901,9.67995309829712,"[16, 5, 13, 10, 10, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 14, 9, 17, 12, 15, 5, 13, 10, 14, 6, 6, 17, 15, 6, 8, 7]"
22,-61430.0,-9402.0,-23271.209999999963,-22911.0,4707.26,70787,9.489915132522583,"[16, 5, 13, 10, 10, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 3, 5, 14, 4, 14, 9, 17, 12, 15, 5, 13, 10, 14, 6, 6, 17, 15, 6, 8, 7]"
23,-58927.0,-9399.0,-23084.579999999958,-22904.0,4740.53,70938,9.666430950164795,"[1, 5, 13, 18, 10, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 19, 13, 2, 16, 19, 8, 14, 2, 9, 18, 17, 14, 10, 17, 5, 2, 6, 20, 6, 17, 20, 19, 17, 9]"
24,-58410.0,-9396.0,-22838.01000000001,-22413.0,4704.44,70509,9.61007022857666,"[1, 5, 13, 5, 17, 10, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 8, 7, 3, 4, 6, 5, 10, 4, 18, 6, 1, 10, 18, 5, 10, 18, 17, 2, 8, 19, 6, 13, 20, 19, 17, 9]"
25,-68411.0,-8398.0,-22616.829999999958,-22408.0,4721.12,70734,9.68962812423706,"[1, 5, 13, 4, 4, 12, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 6, 17, 3, 4, 11, 13, 5, 16, 10, 2, 9, 13, 3, 10, 5, 14, 6, 13, 20, 19, 17, 9]"
26,-57928.0,-8398.0,-22521.849999999977,-21923.0,4781.98,70840,9.590765953063965,"[1, 5, 13, 4, 4, 12, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 6, 17, 3, 4, 11, 13, 5, 16, 10, 2, 9, 13, 3, 10, 5, 14, 6, 13, 20, 19, 17, 9]"
27,-62428.0,-8398.0,-22285.280000000028,-21912.0,4793.26,70999,9.650383234024048,"[1, 5, 13, 4, 4, 12, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 6, 17, 3, 4, 11, 13, 5, 16, 10, 2, 9, 13, 3, 10, 5, 14, 6, 13, 20, 19, 17, 9]"
28,-62925.0,-8398.0,-22117.709999999963,-21907.0,4811.86,70929,9.651251077651978,"[1, 5, 13, 4, 4, 12, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 6, 17, 3, 4, 11, 13, 5, 16, 10, 2, 9, 13, 3, 10, 5, 14, 6, 13, 20, 19, 17, 9]"
29,-59415.0,-7893.0,-21939.369999999995,-21416.0,4809.48,70792,9.433651208877563,"[6, 8, 3, 12, 7, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 17, 10, 2, 10, 13, 9, 17, 7, 20, 17, 6, 18, 14, 6, 18, 3, 11, 12, 17, 10]"
30,-59417.0,-7893.0,-21746.329999999958,-21410.0,4839.55,70810,9.600811243057251,"[6, 8, 3, 12, 7, 18, 14, 7, 6, 18, 4, 14, 15, 6, 10, 2, 1, 16, 2, 15, 1, 1, 14, 9, 3, 17, 13, 5, 15, 4, 20, 19, 12, 3, 17, 10, 2, 10, 13, 9, 17, 7, 20, 17, 6, 18, 14, 6, 18, 3, 11, 12, 17, 10]"
