gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-76417.0,-16404.0,-32991.02000000002,-31911.0,7391.36,89714,11.454270362854004,"[3, 18, 12, 4, 2, 1, 16, 19, 17, 4, 15, 8, 13, 9, 17, 4, 6, 11, 15, 2, 18, 5, 18, 13, 5, 9, 7, 6, 18, 1, 14, 19, 18, 16, 15, 16, 1, 2, 14, 19, 18, 10, 2, 10, 9, 1, 17, 13, 12, 4, 10, 7, 20, 19]"
1,-77930.0,-15905.0,-31737.160000000033,-30422.0,6839.56,89567,11.154797315597534,"[5, 14, 3, 19, 15, 1, 9, 1, 1, 10, 20, 8, 11, 20, 14, 7, 14, 6, 15, 15, 20, 3, 17, 1, 13, 2, 13, 2, 1, 5, 14, 2, 17, 5, 4, 3, 8, 14, 1, 11, 7, 17, 18, 15, 12, 17, 2, 10, 6, 19, 20, 9, 2, 11]"
2,-71927.0,-15905.0,-30835.02000000002,-29909.0,6488.88,89677,11.415581703186035,"[5, 14, 3, 19, 15, 1, 9, 1, 1, 10, 20, 8, 11, 20, 14, 7, 14, 6, 15, 15, 20, 3, 17, 1, 13, 2, 13, 2, 1, 5, 14, 2, 17, 5, 4, 3, 8, 14, 1, 11, 7, 17, 18, 15, 12, 17, 2, 10, 6, 19, 20, 9, 2, 11]"
3,-71431.0,-14416.0,-29977.280000000028,-28916.0,6065.36,89447,11.450664520263672,"[17, 7, 10, 3, 12, 11, 15, 4, 18, 9, 15, 6, 13, 1, 13, 12, 3, 18, 19, 20, 2, 10, 18, 13, 5, 13, 1, 10, 17, 9, 14, 20, 17, 15, 6, 15, 10, 13, 2, 5, 6, 18, 19, 4, 11, 16, 13, 18, 14, 18, 11, 12, 18, 14]"
4,-70922.0,-13411.0,-29292.25,-28411.0,5782.15,89486,11.457525730133057,"[3, 12, 11, 19, 19, 14, 17, 19, 18, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
5,-67442.0,-13411.0,-28698.849999999977,-27909.0,5551.92,89557,11.46908712387085,"[3, 12, 11, 19, 19, 14, 17, 19, 18, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
6,-64923.0,-13411.0,-28180.06999999995,-27410.0,5360.74,89599,11.28506350517273,"[3, 12, 11, 19, 19, 14, 17, 19, 18, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
7,-75926.0,-13411.0,-27714.75,-26914.0,5160.41,89576,11.407681226730347,"[3, 12, 11, 19, 19, 14, 17, 19, 18, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
8,-61427.0,-12409.0,-27455.0,-26423.0,5093.59,89582,11.47524642944336,"[3, 12, 11, 19, 19, 11, 10, 17, 3, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
9,-71432.0,-12409.0,-27006.890000000014,-26410.0,4932.97,89515,11.553419589996338,"[3, 12, 11, 19, 19, 11, 10, 17, 3, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
10,-65419.0,-12409.0,-26781.079999999958,-25917.0,4932.59,89517,11.47744107246399,"[3, 12, 11, 19, 19, 11, 10, 17, 3, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
11,-64412.0,-12409.0,-26494.650000000023,-25911.0,4839.57,89453,11.42129397392273,"[3, 12, 11, 19, 19, 11, 10, 17, 3, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
12,-66422.0,-12409.0,-26216.839999999967,-25417.0,4784.25,89665,11.464470386505127,"[3, 12, 11, 19, 19, 11, 10, 17, 3, 10, 14, 4, 14, 8, 6, 5, 18, 20, 5, 13, 10, 2, 7, 14, 2, 17, 2, 5, 15, 19, 1, 11, 15, 2, 19, 8, 2, 13, 14, 1, 10, 18, 18, 14, 13, 6, 9, 14, 10, 3, 3, 16, 1, 14]"
13,-60422.0,-11408.0,-25985.170000000042,-25411.0,4767.21,89615,11.36894154548645,"[12, 20, 13, 5, 13, 2, 15, 4, 13, 1, 13, 3, 2, 15, 13, 10, 1, 17, 13, 20, 14, 18, 17, 3, 10, 17, 14, 5, 12, 19, 11, 10, 1, 2, 7, 18, 1, 2, 12, 18, 18, 5, 7, 16, 4, 6, 15, 14, 2, 16, 11, 12, 13, 2]"
14,-61411.0,-11408.0,-25661.73999999999,-24916.0,4679.3,89601,11.557130575180054,"[12, 20, 13, 5, 13, 2, 15, 4, 13, 1, 13, 3, 2, 15, 13, 10, 1, 17, 13, 20, 14, 18, 17, 3, 10, 17, 14, 5, 12, 19, 11, 10, 1, 2, 7, 18, 1, 2, 12, 18, 18, 5, 7, 16, 4, 6, 15, 14, 2, 16, 11, 12, 13, 2]"
15,-62915.0,-11408.0,-25459.780000000028,-24912.0,4665.55,89419,11.386857509613037,"[12, 20, 13, 5, 13, 2, 15, 4, 13, 1, 13, 3, 2, 15, 13, 10, 1, 17, 13, 20, 14, 18, 17, 3, 10, 17, 14, 5, 12, 19, 11, 10, 1, 2, 7, 18, 1, 2, 12, 18, 18, 5, 7, 16, 4, 6, 15, 14, 2, 16, 11, 12, 13, 2]"
16,-67417.0,-11408.0,-25250.099999999977,-24422.0,4651.13,89493,11.513700723648071,"[12, 20, 13, 5, 13, 2, 15, 4, 13, 1, 13, 3, 2, 15, 13, 10, 1, 17, 13, 20, 14, 18, 17, 3, 10, 17, 14, 5, 12, 19, 11, 10, 1, 2, 7, 18, 1, 2, 12, 18, 18, 5, 7, 16, 4, 6, 15, 14, 2, 16, 11, 12, 13, 2]"
