gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-79929.0,-15902.0,-32949.98999999999,-31909.0,7357.82,89462,11.28260588645935,"[6, 5, 16, 8, 11, 1, 12, 20, 17, 3, 8, 7, 16, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 17, 1, 6, 13, 3, 8, 19, 10, 9, 18, 3, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 10, 5, 2, 7]"
1,-76440.0,-15902.0,-31819.189999999944,-30905.0,6883.94,89600,11.096799850463867,"[6, 5, 16, 8, 11, 1, 12, 20, 17, 3, 8, 7, 16, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 17, 1, 6, 13, 3, 8, 19, 10, 9, 18, 3, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 10, 5, 2, 7]"
2,-72425.0,-15902.0,-30857.890000000014,-29911.0,6443.31,89570,11.253527879714966,"[6, 5, 16, 8, 11, 1, 12, 20, 17, 3, 8, 7, 16, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 17, 1, 6, 13, 3, 8, 19, 10, 9, 18, 3, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 10, 5, 2, 7]"
3,-68420.0,-14915.0,-29985.0,-28916.0,6048.27,89481,11.271482229232788,"[16, 8, 4, 13, 11, 10, 16, 7, 8, 13, 10, 7, 12, 19, 18, 16, 15, 14, 3, 13, 14, 8, 20, 4, 19, 17, 4, 11, 3, 13, 8, 19, 16, 3, 18, 12, 9, 13, 1, 2, 10, 9, 20, 7, 18, 10, 4, 8, 1, 11, 12, 15, 4, 6]"
4,-71929.0,-14412.0,-29268.650000000023,-28412.0,5732.86,89536,11.524594783782959,"[4, 15, 12, 2, 14, 20, 10, 16, 10, 9, 12, 2, 10, 3, 13, 14, 10, 7, 16, 10, 5, 19, 2, 11, 9, 3, 6, 14, 12, 1, 3, 17, 1, 12, 6, 19, 5, 18, 9, 10, 10, 5, 16, 18, 19, 16, 2, 14, 15, 18, 6, 7, 18, 17]"
5,-67425.0,-14406.0,-28706.72999999998,-27911.0,5505.95,89505,11.266907215118408,"[16, 4, 16, 2, 17, 19, 4, 3, 18, 17, 16, 5, 8, 13, 3, 18, 12, 4, 2, 15, 2, 14, 5, 8, 19, 10, 17, 18, 11, 13, 3, 6, 16, 10, 10, 9, 20, 8, 7, 13, 1, 2, 13, 6, 19, 6, 7, 19, 18, 19, 15, 1, 5, 19]"
6,-62424.0,-13405.0,-28194.93000000005,-27413.0,5320.0,89575,11.533128499984741,"[3, 1, 17, 15, 19, 8, 7, 15, 10, 1, 15, 16, 2, 18, 13, 4, 15, 16, 12, 1, 6, 12, 7, 3, 1, 17, 6, 17, 18, 9, 13, 3, 2, 5, 19, 10, 6, 1, 5, 16, 7, 10, 18, 20, 11, 14, 14, 15, 2, 11, 14, 4, 1, 10]"
7,-65415.0,-13405.0,-27654.189999999944,-26912.0,5095.43,89757,11.359036922454834,"[3, 1, 17, 15, 19, 8, 7, 15, 10, 1, 15, 16, 2, 18, 13, 4, 15, 16, 12, 1, 6, 12, 7, 3, 1, 17, 6, 17, 18, 9, 13, 3, 2, 5, 19, 10, 6, 1, 5, 16, 7, 10, 18, 20, 11, 14, 14, 15, 2, 11, 14, 4, 1, 10]"
8,-58423.0,-13405.0,-27274.98999999999,-26416.0,4972.74,89618,11.37732219696045,"[3, 1, 17, 15, 19, 8, 7, 15, 10, 1, 15, 16, 2, 18, 13, 4, 15, 16, 12, 1, 6, 12, 7, 3, 1, 17, 6, 17, 18, 9, 13, 3, 2, 5, 19, 10, 6, 1, 5, 16, 7, 10, 18, 20, 11, 14, 14, 15, 2, 11, 14, 4, 1, 10]"
9,-62920.0,-13405.0,-26802.459999999963,-25919.0,4825.24,89512,11.101169347763062,"[3, 1, 17, 15, 19, 8, 7, 15, 10, 1, 15, 16, 2, 18, 13, 4, 15, 16, 12, 1, 6, 12, 7, 3, 1, 17, 6, 17, 18, 9, 13, 3, 2, 5, 19, 10, 6, 1, 5, 16, 7, 10, 18, 20, 11, 14, 14, 15, 2, 11, 14, 4, 1, 10]"
10,-65920.0,-12895.0,-26501.550000000047,-25911.0,4769.66,89630,11.418852806091309,"[19, 6, 5, 12, 17, 5, 18, 15, 6, 17, 19, 15, 8, 19, 10, 12, 4, 14, 3, 6, 14, 2, 11, 8, 14, 19, 10, 18, 1, 14, 7, 9, 18, 11, 2, 10, 14, 13, 2, 1, 2, 9, 18, 2, 13, 18, 5, 6, 3, 1, 20, 7, 16, 6]"
11,-62932.0,-11907.0,-26279.219999999972,-25420.0,4729.65,89451,11.378635168075562,"[2, 7, 18, 6, 13, 7, 2, 10, 17, 9, 15, 7, 3, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 14, 18, 6, 13, 3, 8, 19, 6, 5, 13, 15, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 13, 8, 5, 14]"
12,-82935.0,-11907.0,-26038.050000000047,-25413.0,4708.61,89550,11.583623170852661,"[2, 7, 18, 6, 13, 7, 2, 10, 17, 9, 15, 7, 3, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 14, 18, 6, 13, 3, 8, 19, 6, 5, 13, 15, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 13, 8, 5, 14]"
13,-57918.0,-11907.0,-25989.839999999967,-25411.0,4769.64,89548,11.38957142829895,"[2, 7, 18, 6, 13, 7, 2, 10, 17, 9, 15, 7, 3, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 14, 18, 6, 13, 3, 8, 19, 6, 5, 13, 15, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 13, 8, 5, 14]"
14,-61921.0,-11907.0,-25668.43000000005,-24917.0,4679.72,89735,11.499178886413574,"[2, 7, 18, 6, 13, 7, 2, 10, 17, 9, 15, 7, 3, 2, 10, 6, 3, 7, 10, 12, 14, 13, 1, 2, 14, 2, 18, 19, 7, 14, 18, 6, 13, 3, 8, 19, 6, 5, 13, 15, 10, 17, 18, 2, 3, 18, 11, 4, 14, 17, 13, 8, 5, 14]"
15,-60426.0,-11896.0,-25441.939999999944,-24911.0,4687.89,89458,11.559776544570923,"[19, 14, 16, 5, 3, 20, 10, 8, 6, 17, 19, 15, 8, 19, 10, 12, 4, 14, 3, 6, 14, 2, 11, 8, 14, 19, 10, 18, 1, 14, 7, 9, 18, 11, 2, 10, 14, 13, 2, 1, 2, 9, 18, 2, 13, 18, 5, 6, 3, 1, 20, 7, 16, 15]"
16,-60915.0,-11402.0,-25191.97999999998,-24418.0,4635.95,89551,11.359508514404297,"[9, 3, 7, 10, 16, 18, 14, 7, 10, 1, 3, 9, 7, 19, 6, 8, 13, 10, 2, 20, 18, 10, 9, 19, 11, 9, 16, 15, 12, 1, 14, 13, 15, 5, 14, 2, 18, 9, 1, 13, 18, 10, 15, 17, 2, 5, 14, 1, 12, 16, 8, 11, 18, 17]"
17,-61422.0,-11402.0,-24994.719999999972,-24412.0,4616.39,89557,11.217565059661865,"[9, 3, 7, 10, 16, 18, 14, 7, 10, 1, 3, 9, 7, 19, 6, 8, 13, 10, 2, 20, 18, 10, 9, 19, 11, 9, 16, 15, 12, 1, 14, 13, 15, 5, 14, 2, 18, 9, 1, 13, 18, 10, 15, 17, 2, 5, 14, 1, 12, 16, 8, 11, 18, 17]"
18,-57428.0,-11402.0,-24844.040000000037,-24408.0,4634.76,89662,11.547659397125244,"[9, 3, 7, 10, 16, 18, 14, 7, 10, 1, 3, 9, 7, 19, 6, 8, 13, 10, 2, 20, 18, 10, 9, 19, 11, 9, 16, 15, 12, 1, 14, 13, 15, 5, 14, 2, 18, 9, 1, 13, 18, 10, 15, 17, 2, 5, 14, 1, 12, 16, 8, 11, 18, 17]"
19,-63419.0,-10896.0,-24604.920000000042,-23916.0,4586.05,89539,11.43895173072815,"[1, 18, 7, 17, 19, 3, 17, 12, 18, 5, 7, 20, 4, 15, 1, 10, 18, 6, 2, 15, 1, 1, 14, 14, 5, 9, 10, 9, 1, 12, 17, 12, 8, 19, 11, 3, 11, 17, 14, 13, 1, 5, 9, 6, 5, 9, 6, 13, 6, 15, 4, 16, 13, 2]"
20,-69423.0,-10896.0,-24495.060000000056,-23912.0,4631.38,89290,11.429393768310547,"[1, 18, 7, 17, 19, 3, 17, 12, 18, 5, 7, 20, 4, 15, 1, 10, 18, 6, 2, 15, 1, 1, 14, 14, 5, 9, 10, 9, 1, 12, 17, 12, 8, 19, 11, 3, 11, 17, 14, 13, 1, 5, 9, 6, 5, 9, 6, 13, 6, 15, 4, 16, 13, 2]"
21,-59907.0,-10401.0,-24430.640000000014,-23910.0,4682.24,89540,11.426796436309814,"[18, 17, 3, 2, 20, 5, 16, 5, 9, 2, 8, 19, 16, 9, 9, 1, 15, 4, 3, 13, 10, 13, 7, 11, 19, 19, 5, 6, 13, 6, 11, 20, 9, 10, 2, 12, 14, 13, 9, 10, 2, 17, 20, 7, 19, 18, 1, 18, 9, 3, 14, 13, 18, 8]"
22,-62923.0,-10401.0,-24210.0,-23420.0,4637.93,89541,11.427546501159668,"[18, 17, 3, 2, 20, 5, 16, 5, 9, 2, 8, 19, 16, 9, 9, 1, 15, 4, 3, 13, 10, 13, 7, 11, 19, 19, 5, 6, 13, 6, 11, 20, 9, 10, 2, 12, 14, 13, 9, 10, 2, 17, 20, 7, 19, 18, 1, 18, 9, 3, 14, 13, 18, 8]"
23,-57430.0,-10401.0,-24100.619999999995,-23415.0,4663.1,89317,11.65714716911316,"[18, 17, 3, 2, 20, 5, 16, 5, 9, 2, 8, 19, 16, 9, 9, 1, 15, 4, 3, 13, 10, 13, 7, 11, 19, 19, 5, 6, 13, 6, 11, 20, 9, 10, 2, 12, 14, 13, 9, 10, 2, 17, 20, 7, 19, 18, 1, 18, 9, 3, 14, 13, 18, 8]"
24,-56424.0,-9902.0,-23876.359999999986,-23409.0,4630.54,89610,11.343043327331543,"[3, 4, 16, 5, 12, 3, 6, 7, 17, 6, 9, 1, 8, 20, 17, 19, 5, 20, 15, 7, 9, 6, 18, 4, 11, 18, 9, 1, 2, 15, 1, 12, 15, 1, 1, 10, 10, 18, 5, 13, 18, 2, 8, 11, 3, 4, 7, 8, 14, 2, 17, 9, 2, 10]"
