gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-83426.0,-15901.0,-32958.84999999998,-31908.0,7392.89,75559,9.993379831314087,"[3, 13, 19, 2, 16, 3, 14, 3, 18, 17, 4, 17, 2, 19, 1, 7, 6, 12, 14, 5, 1, 11, 3, 11, 1, 12, 10, 9, 7, 4, 18, 12, 19, 20, 19, 15, 16, 7, 20, 19, 10, 2, 18, 13, 20, 16, 8, 7, 4, 16, 17, 13, 18, 6]"
1,-76923.0,-15901.0,-31957.130000000005,-30912.0,7007.27,75145,9.962084293365479,"[3, 13, 19, 2, 16, 3, 14, 3, 18, 17, 4, 17, 2, 19, 1, 7, 6, 12, 14, 5, 1, 11, 3, 11, 1, 12, 10, 9, 7, 4, 18, 12, 19, 20, 19, 15, 16, 7, 20, 19, 10, 2, 18, 13, 20, 16, 8, 7, 4, 16, 17, 13, 18, 6]"
2,-76423.0,-15901.0,-31071.969999999972,-29916.0,6647.07,75013,9.9658842086792,"[3, 13, 19, 2, 16, 3, 14, 3, 18, 17, 4, 17, 2, 19, 1, 7, 6, 12, 14, 5, 1, 11, 3, 11, 1, 12, 10, 9, 7, 4, 18, 12, 19, 20, 19, 15, 16, 7, 20, 19, 10, 2, 18, 13, 20, 16, 8, 7, 4, 16, 17, 13, 18, 6]"
3,-79919.0,-15901.0,-30388.06999999995,-29412.0,6391.64,75528,9.940943717956543,"[3, 13, 19, 2, 16, 3, 14, 3, 18, 17, 4, 17, 2, 19, 1, 7, 6, 12, 14, 5, 1, 11, 3, 11, 1, 12, 10, 9, 7, 4, 18, 12, 19, 20, 19, 15, 16, 7, 20, 19, 10, 2, 18, 13, 20, 16, 8, 7, 4, 16, 17, 13, 18, 6]"
4,-73924.0,-14909.0,-29892.51000000001,-28912.0,6238.9,75120,10.135477781295776,"[19, 7, 5, 19, 3, 9, 15, 13, 13, 2, 3, 9, 8, 2, 14, 1, 14, 19, 18, 5, 14, 8, 6, 10, 2, 5, 4, 6, 6, 7, 11, 1, 18, 15, 17, 10, 1, 13, 15, 7, 1, 10, 2, 3, 19, 15, 4, 11, 6, 18, 3, 9, 10, 18]"
5,-73419.0,-14909.0,-29399.97999999998,-28413.0,6064.91,75175,10.082974433898926,"[19, 7, 5, 19, 3, 9, 15, 13, 13, 2, 3, 9, 8, 2, 14, 1, 14, 19, 18, 5, 14, 8, 6, 10, 2, 5, 4, 6, 6, 7, 11, 1, 18, 15, 17, 10, 1, 13, 15, 7, 1, 10, 2, 3, 19, 15, 4, 11, 6, 18, 3, 9, 10, 18]"
6,-66931.0,-14904.0,-29022.060000000056,-27917.0,5945.59,75287,10.216553926467896,"[20, 19, 20, 15, 5, 3, 19, 7, 18, 9, 11, 19, 5, 19, 9, 14, 6, 16, 2, 13, 2, 4, 9, 19, 4, 2, 19, 20, 13, 5, 7, 17, 7, 9, 4, 12, 9, 20, 17, 13, 18, 8, 4, 5, 13, 17, 2, 14, 15, 5, 10, 18, 20, 18]"
7,-65920.0,-14904.0,-28560.22999999998,-27418.0,5772.32,75002,10.101174592971802,"[20, 19, 20, 15, 5, 3, 19, 7, 18, 9, 11, 19, 5, 19, 9, 14, 6, 16, 2, 13, 2, 4, 9, 19, 4, 2, 19, 20, 13, 5, 7, 17, 7, 9, 4, 12, 9, 20, 17, 13, 18, 8, 4, 5, 13, 17, 2, 14, 15, 5, 10, 18, 20, 18]"
8,-71927.0,-13404.0,-28210.579999999958,-27409.0,5677.9,75094,10.0103440284729,"[18, 17, 12, 17, 16, 2, 14, 4, 14, 5, 11, 3, 12, 18, 18, 11, 2, 17, 14, 5, 6, 17, 1, 7, 9, 10, 13, 1, 3, 16, 4, 7, 10, 9, 15, 6, 13, 14, 7, 19, 9, 18, 10, 20, 14, 9, 12, 2, 11, 6, 15, 14, 18, 2]"
9,-69921.0,-13404.0,-28006.849999999977,-26918.0,5658.75,75286,10.120158672332764,"[18, 17, 12, 17, 16, 2, 14, 4, 14, 5, 11, 3, 12, 18, 18, 11, 2, 17, 14, 5, 6, 17, 1, 7, 9, 10, 13, 1, 3, 16, 4, 7, 10, 9, 15, 6, 13, 14, 7, 19, 9, 18, 10, 20, 14, 9, 12, 2, 11, 6, 15, 14, 18, 2]"
