gen,min,max,mean,median,std,num_invalid,time,best_individual
0,-78940.0,-14405.0,-33365.33999999997,-31922.0,7591.42,90059,11.28886365890503,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
1,-73428.0,-14405.0,-32051.25,-30915.0,7033.56,90111,11.249881744384766,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
2,-70417.0,-14405.0,-30970.469999999972,-29914.0,6532.65,90265,11.35912013053894,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
3,-67923.0,-14405.0,-30053.300000000047,-28918.0,6096.68,89993,11.454499006271362,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
4,-69931.0,-14405.0,-29276.52000000002,-28411.0,5777.66,90129,11.493643522262573,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
5,-68928.0,-14405.0,-28689.51000000001,-27910.0,5526.4,90003,11.36947751045227,"[15, 2, 6, 14, 4, 16, 14, 2, 15, 6, 8, 19, 12, 1, 20, 12, 17, 17, 14, 12, 4, 14, 5, 3, 18, 19, 2, 9, 11, 5, 4, 12, 2, 9, 18, 10, 13, 2, 5, 20, 1, 8, 6, 13, 3, 9, 13, 14, 5, 20, 9, 10, 2, 10]"
6,-67916.0,-14404.0,-28218.160000000033,-27412.0,5355.5,90348,11.48738169670105,"[1, 10, 20, 1, 19, 14, 4, 3, 3, 4, 15, 20, 16, 4, 3, 11, 14, 8, 9, 6, 14, 2, 13, 3, 2, 10, 7, 19, 2, 3, 16, 7, 17, 6, 7, 1, 7, 20, 9, 14, 1, 15, 13, 6, 5, 10, 15, 12, 2, 5, 6, 8, 16, 15]"
7,-69921.0,-13908.0,-27779.18000000005,-26915.0,5203.56,90065,11.294975280761719,"[15, 6, 6, 17, 8, 16, 13, 14, 17, 5, 17, 10, 11, 3, 5, 19, 9, 8, 1, 19, 9, 1, 6, 17, 4, 6, 7, 12, 12, 4, 7, 2, 11, 16, 14, 6, 7, 15, 2, 1, 19, 20, 17, 14, 2, 16, 14, 6, 1, 7, 5, 19, 10, 18]"
8,-60915.0,-13908.0,-27430.18000000005,-26421.0,5091.72,90066,11.585009574890137,"[15, 6, 6, 17, 8, 16, 13, 14, 17, 5, 17, 10, 11, 3, 5, 19, 9, 8, 1, 19, 9, 1, 6, 17, 4, 6, 7, 12, 12, 4, 7, 2, 11, 16, 14, 6, 7, 15, 2, 1, 19, 20, 17, 14, 2, 16, 14, 6, 1, 7, 5, 19, 10, 18]"
9,-62419.0,-12406.0,-26991.380000000005,-26409.0,4936.0,90114,11.480574369430542,"[10, 4, 17, 10, 11, 3, 15, 14, 18, 5, 17, 2, 5, 19, 13, 4, 9, 4, 7, 1, 6, 2, 13, 10, 19, 10, 1, 10, 11, 5, 7, 20, 15, 2, 3, 12, 18, 12, 15, 9, 6, 17, 10, 7, 3, 8, 13, 6, 11, 19, 10, 17, 6, 18]"
10,-59412.0,-12406.0,-26669.93000000005,-25915.0,4832.87,90059,11.565523386001587,"[10, 4, 17, 10, 11, 3, 15, 14, 18, 5, 17, 2, 5, 19, 13, 4, 9, 4, 7, 1, 6, 2, 13, 10, 19, 10, 1, 10, 11, 5, 7, 20, 15, 2, 3, 12, 18, 12, 15, 9, 6, 17, 10, 7, 3, 8, 13, 6, 11, 19, 10, 17, 6, 18]"
11,-63921.0,-12406.0,-26355.660000000033,-25905.0,4748.39,90047,11.486533403396606,"[10, 4, 17, 10, 11, 3, 15, 14, 18, 5, 17, 2, 5, 19, 13, 4, 9, 4, 7, 1, 6, 2, 13, 10, 19, 10, 1, 10, 11, 5, 7, 20, 15, 2, 3, 12, 18, 12, 15, 9, 6, 17, 10, 7, 3, 8, 13, 6, 11, 19, 10, 17, 6, 18]"
12,-59924.0,-12406.0,-26136.25,-25415.0,4733.91,90192,11.396439552307129,"[10, 4, 17, 10, 11, 3, 15, 14, 18, 5, 17, 2, 5, 19, 13, 4, 9, 4, 7, 1, 6, 2, 13, 10, 19, 10, 1, 10, 11, 5, 7, 20, 15, 2, 3, 12, 18, 12, 15, 9, 6, 17, 10, 7, 3, 8, 13, 6, 11, 19, 10, 17, 6, 18]"
